airlie_id,flght#,departure_dt,arrival_dt,dep_time,arrivl_time,booking_cd,passngr_nm,seat_no,class,fare,extras,loyalty_pts,status,gate,terminal,baggage_claim,duration_hrs,layovers,layover_locations,aircraft_type,pilot,cabin_crew,inflight_ent,meal_option,wifi,window_seat,aisle_seat,emergency_exit_row,number_of_stops,reward_program_member
11,5126,16-07-2023 12:04,04-10-2023 04:07,18:26:31,07:51:28,BWSP,Name_BRABM,SeatYZR,First,825.26,Extra Baggage,0,Cancelled,GateBR,C,ClaimASM,8.43,1,LOCHBK,TypeUYO,Pilot_MUQE,Crew_WEQV,Yes,No Meal,Not Available,FALSE,TRUE,FALSE,2,Yes
7,1613,24-09-2023 01:16,07-01-2023 05:17,20:48:14,08:31:54,BLOK,Name_MNLYU,SeatKZR,First,353.71,Meal,0,Cancelled,GateWT,A,ClaimISE,8.98,0,LOCHYB,TypeZMR,Pilot_TRLG,Crew_WHNU,Yes,No Meal,Available,TRUE,FALSE,FALSE,0,Yes
10,1098,05-12-2023 17:53,01-07-2023 16:22,14:06:57,01:00:02,BGXJ,Name_TBBNV,SeatIVO,Economy,465.79,Meal,1146,Cancelled,GateTA,D,ClaimIBU,9.17,0,LOCCZT,TypeKVA,Pilot_WPNL,Crew_LYNZ,No,Vegetarian,Not Available,FALSE,TRUE,FALSE,0,No
17,6458,15-06-2023 11:54,14-02-2023 14:06,19:19:34,01:08:16,BSEQ,Name_GDKGA,SeatSRQ,Business,859.97,Extra Baggage,0,Pending,GateOK,C,ClaimEIN,2.31,2,LOCIKE,TypeFWN,Pilot_QOLN,Crew_BCEJ,No,Vegan,Available,TRUE,TRUE,TRUE,2,No
15,6916,30-08-2023 17:36,12-05-2023 15:26,11:55:32,19:54:12,BYXS,Name_MHPSP,SeatUAW,Business,517.99,No Extras,0,Cancelled,GateDJ,A,ClaimQBN,10.45,0,LOCRMD,TypeAWO,Pilot_HHHW,Crew_EBPH,No,No Meal,Available,FALSE,TRUE,FALSE,2,No
18,4337,02-05-2023 05:10,28-06-2023 10:45,17:36:44,22:31:15,BDAN,Name_MGWSE,SeatSQT,First,166.78,No Extras,0,Pending,GateVQ,C,ClaimSZT,2.62,0,LOCPDW,TypeILO,Pilot_KMFP,Crew_NECS,Yes,Vegan,Not Available,TRUE,TRUE,FALSE,2,No
19,3699,27-08-2023 03:59,22-04-2023 02:16,05:34:31,08:13:30,BQNF,Name_BIPUD,SeatEFX,Economy,391.85,Extra Baggage,0,Cancelled,GateSP,A,ClaimEDF,7.23,0,LOCLFJ,TypeFPF,Pilot_IDMN,Crew_GZGL,Yes,No Meal,Available,TRUE,TRUE,FALSE,2,Yes
2,6917,06-03-2023 21:47,14-06-2023 14:34,23:03:56,18:33:35,BVYE,Name_JCAGC,SeatJUA,Business,823.14,Meal,0,Cancelled,GateMV,B,ClaimQUS,9.77,2,LOCDCJ,TypeZCB,Pilot_IZPY,Crew_HEZZ,Yes,Non-Vegetarian,Available,FALSE,FALSE,TRUE,1,No
4,8517,25-05-2023 15:57,17-11-2023 19:08,12:18:48,18:13:05,BCVX,Name_KMZQZ,SeatTSX,Business,117.3,Extra Baggage,0,Pending,GatePC,A,ClaimTEJ,12,1,LOCJCX,TypeCVB,Pilot_MQZP,Crew_KPOB,No,No Meal,Not Available,TRUE,FALSE,FALSE,1,No
3,2019,13-03-2023 17:21,18-10-2023 12:17,14:54:54,10:40:19,BOGK,Name_JHHSZ,SeatGSJ,Business,751.61,No Extras,0,Pending,GateYV,D,ClaimKTZ,3.13,0,LOCSMP,TypeJSD,Pilot_NQHK,Crew_VYWU,No,Non-Vegetarian,Available,TRUE,TRUE,TRUE,2,No
7,4025,07-01-2023 01:49,14-06-2023 20:07,00:12:13,11:52:14,BJNC,Name_SRXIT,SeatQAK,Economy,750.44,No Extras,743,Confirmed,GateSA,D,ClaimAAG,4.19,2,LOCOGW,TypePFY,Pilot_FZIS,Crew_NULH,No,Non-Vegetarian,Not Available,FALSE,TRUE,TRUE,2,Yes
18,4528,19-01-2023 02:59,17-07-2023 18:20,16:58:47,22:46:25,BNQD,Name_TLMES,SeatTEG,Business,472.2,No Extras,549,Cancelled,GateQF,B,ClaimXHS,4.26,1,LOCVLY,TypeKRT,Pilot_WWKX,Crew_WKJH,Yes,No Meal,Not Available,FALSE,FALSE,FALSE,1,No
10,4886,27-10-2023 04:58,26-12-2023 01:28,09:54:49,01:48:59,BFTE,Name_EDXUW,SeatNAD,Economy,69.26,No Extras,0,Cancelled,GateOC,B,ClaimAON,8.82,0,LOCDAX,TypePMV,Pilot_GPWE,Crew_JUTT,Yes,Vegetarian,Not Available,FALSE,TRUE,FALSE,2,Yes
7,7231,28-02-2023 04:15,07-07-2023 00:29,12:18:09,06:02:34,BJGO,Name_TBOHN,SeatDSU,First,282.12,Extra Baggage,0,Confirmed,GatePP,D,ClaimYQM,6.61,1,LOCHAT,TypeURC,Pilot_TEWF,Crew_EOCY,Yes,Vegan,Available,TRUE,TRUE,FALSE,1,No
8,6182,22-05-2023 04:33,08-10-2023 23:12,21:45:45,01:10:23,BUUR,Name_DLYFH,SeatUOR,Economy,310.57,Meal,2760,Pending,GateQR,A,ClaimWYY,5.35,1,LOCUSN,TypeNCH,Pilot_UOMP,Crew_CQWC,No,Non-Vegetarian,Not Available,TRUE,FALSE,TRUE,1,Yes
6,6578,08-09-2023 09:48,05-02-2023 21:32,03:48:06,07:35:20,BADK,Name_IIPIW,SeatUFQ,Business,774.46,Meal,0,Cancelled,GatePV,A,ClaimEHG,11.41,0,LOCTXR,TypeBZW,Pilot_SJRA,Crew_UHIO,Yes,No Meal,Not Available,TRUE,TRUE,FALSE,0,Yes
1,7729,23-04-2023 17:03,13-04-2023 19:19,19:10:34,13:42:19,BJMX,Name_SHGYM,SeatDYJ,First,560.8,Extra Baggage,0,Confirmed,GateCA,C,ClaimEJT,7.32,2,LOCOCC,TypeTYN,Pilot_ZLMA,Crew_UYTI,Yes,Vegetarian,Not Available,FALSE,FALSE,TRUE,0,No
4,7961,30-01-2023 21:39,10-10-2023 13:33,01:18:37,01:28:22,BSVJ,Name_ETRGF,SeatJNZ,First,368.76,No Extras,0,Confirmed,GateQW,B,ClaimMIZ,10.19,0,LOCPSB,TypeVMX,Pilot_QYDO,Crew_EVEB,Yes,Non-Vegetarian,Not Available,FALSE,FALSE,FALSE,2,Yes
14,7013,17-09-2023 00:47,14-12-2023 06:49,01:20:54,17:30:46,BRII,Name_VJOXQ,SeatFPN,Economy,635.19,Extra Baggage,0,Cancelled,GateJY,A,ClaimPNF,11.62,1,LOCJJV,TypeQCK,Pilot_XTSR,Crew_WNHX,Yes,No Meal,Not Available,FALSE,FALSE,FALSE,0,No
17,1796,24-04-2023 04:08,11-01-2023 14:20,03:59:18,23:33:28,BTLX,Name_MATXU,SeatLHK,Economy,149.68,No Extras,0,Cancelled,GateNS,A,ClaimUEJ,6.55,1,LOCAVZ,TypeWOG,Pilot_GVSD,Crew_TXYS,Yes,No Meal,Available,FALSE,FALSE,TRUE,1,Yes
18,2957,01-09-2023 12:59,16-02-2023 17:38,06:04:17,05:54:01,BNBJ,Name_ISFVD,SeatXNV,Business,995.84,Extra Baggage,0,Confirmed,GateWZ,B,ClaimTMB,10.93,0,LOCYVT,TypeEVW,Pilot_HCUR,Crew_YBDY,No,Vegan,Available,TRUE,TRUE,FALSE,0,No
11,4066,31-08-2023 19:36,19-06-2023 06:03,22:32:00,09:17:14,BRFB,Name_RFJCN,SeatXAS,Economy,122.67,Meal,0,Confirmed,GateBW,B,ClaimOKN,9.79,1,LOCUDL,TypeZES,Pilot_UUAO,Crew_CJSZ,No,Non-Vegetarian,Available,FALSE,TRUE,TRUE,0,No
14,3680,18-03-2023 10:25,24-04-2023 11:25,01:22:40,15:45:31,BQZR,Name_XBSIB,SeatPNE,First,832.13,Extra Baggage,0,Pending,GateLJ,A,ClaimVYH,11.97,1,LOCWBO,TypePIF,Pilot_GSZR,Crew_VVOD,No,No Meal,Not Available,TRUE,TRUE,TRUE,0,No
9,5441,28-11-2023 06:15,22-04-2023 18:21,10:04:43,11:38:12,BRUN,Name_OMZLQ,SeatGIT,First,469.55,Extra Baggage,0,Confirmed,GateCT,A,ClaimRMK,5.95,0,LOCPES,TypeXLO,Pilot_UBRG,Crew_XVQB,Yes,No Meal,Not Available,TRUE,TRUE,TRUE,1,No
15,3948,11-11-2023 10:03,25-11-2023 07:23,07:22:56,08:33:18,BVKS,Name_PCZFX,SeatXQD,Business,893.25,Extra Baggage,0,Pending,GateED,C,ClaimLAM,1.24,1,LOCNRJ,TypeINU,Pilot_AADR,Crew_QTJH,No,No Meal,Available,FALSE,TRUE,TRUE,0,Yes
12,4731,06-05-2023 05:29,17-04-2023 15:15,05:11:40,01:25:38,BPHR,Name_JENRH,SeatECQ,Business,238.9,Extra Baggage,0,Pending,GateJA,A,ClaimYFM,2.2,0,LOCBHO,TypeSXZ,Pilot_IEBZ,Crew_BUYU,Yes,Vegetarian,Available,FALSE,FALSE,TRUE,2,No
10,2101,05-09-2023 03:44,04-09-2023 15:32,12:05:40,19:21:16,BZCD,Name_PBTIW,SeatZFP,First,573.26,No Extras,0,Cancelled,GateFP,B,ClaimZLL,9.26,0,LOCIAG,TypeRAO,Pilot_PPDM,Crew_NRZU,No,Non-Vegetarian,Not Available,TRUE,FALSE,TRUE,1,No
19,6484,30-07-2023 14:15,10-07-2023 04:47,14:12:46,13:35:01,BUEV,Name_SAVIT,SeatFSV,Business,614.5,No Extras,922,Cancelled,GateAV,D,ClaimTRZ,9.95,0,LOCWAR,TypeBPN,Pilot_NFLK,Crew_YOKH,No,Non-Vegetarian,Not Available,TRUE,TRUE,FALSE,2,No
19,5231,03-07-2023 21:04,13-02-2023 18:04,13:10:17,03:45:33,BDZG,Name_GCAMN,SeatJJX,First,491.72,No Extras,0,Confirmed,GateBC,A,ClaimPSC,4.96,2,LOCZJR,TypeJAR,Pilot_YWFR,Crew_MGGY,Yes,Vegetarian,Not Available,TRUE,TRUE,TRUE,0,Yes
6,9983,15-12-2023 16:36,24-02-2023 00:09,05:23:32,09:16:25,BXTY,Name_UARGO,SeatKQU,Business,316.46,No Extras,125,Cancelled,GateGF,D,ClaimDWQ,2.27,0,LOCIVG,TypeBUX,Pilot_ZWID,Crew_WAOO,No,Vegan,Available,TRUE,TRUE,FALSE,1,No
6,1981,10-02-2023 17:50,11-08-2023 00:51,16:28:11,22:04:40,BFXY,Name_AVGTT,SeatSGA,Economy,819.74,Meal,3749,Pending,GateVV,C,ClaimEUY,8.8,1,LOCWXZ,TypeZJY,Pilot_KEFV,Crew_MDJY,Yes,Vegan,Available,FALSE,FALSE,FALSE,2,Yes
8,6170,02-10-2023 17:01,08-02-2023 05:42,01:10:31,13:52:24,BQNE,Name_BNUGN,SeatXVV,First,246.41,Extra Baggage,1988,Confirmed,GateZX,B,ClaimEDL,7.98,0,LOCMYT,TypePZT,Pilot_BYLK,Crew_XPSE,No,Vegan,Available,TRUE,TRUE,FALSE,0,Yes
1,9935,06-11-2023 16:15,23-09-2023 09:53,23:37:48,16:16:34,BOWJ,Name_TXOXG,SeatHCF,Business,298.35,Meal,0,Cancelled,GateLR,A,ClaimZJH,1.61,2,LOCNQX,TypeQBQ,Pilot_IGOR,Crew_OFLC,Yes,No Meal,Not Available,FALSE,FALSE,FALSE,1,Yes
17,3431,06-05-2023 01:12,10-03-2023 04:22,02:05:21,21:35:21,BBLK,Name_CJLIH,SeatYJQ,Economy,441.93,Extra Baggage,420,Cancelled,GateJZ,D,ClaimJUW,7.02,0,LOCVGA,TypeVXK,Pilot_DQNK,Crew_ISZV,Yes,Vegan,Available,TRUE,FALSE,TRUE,1,No
17,9566,10-08-2023 07:20,23-07-2023 09:49,17:56:09,18:53:00,BGGS,Name_JQIWJ,SeatHDT,Economy,838.94,Extra Baggage,0,Confirmed,GateQA,C,ClaimPML,3.72,2,LOCDZL,TypeGLV,Pilot_LZOE,Crew_PPHB,Yes,Non-Vegetarian,Available,TRUE,FALSE,FALSE,1,No
15,7349,19-01-2023 01:54,25-03-2023 22:04,03:09:09,02:55:14,BYGN,Name_ZODUG,SeatHXI,First,57.68,No Extras,0,Cancelled,GateCA,C,ClaimYKA,2.28,2,LOCCRT,TypeKNO,Pilot_ZQPA,Crew_UCOM,Yes,Vegan,Not Available,FALSE,TRUE,TRUE,0,Yes
7,4897,24-12-2023 21:29,13-12-2023 08:11,09:06:08,05:43:37,BLJE,Name_PHNTG,SeatXQZ,Economy,899.49,No Extras,0,Confirmed,GateMD,A,ClaimZKB,3,0,LOCXWU,TypeAES,Pilot_KMYM,Crew_LPYL,Yes,No Meal,Not Available,FALSE,TRUE,FALSE,1,Yes
19,8548,26-01-2023 18:21,01-05-2023 20:12,17:29:45,00:22:30,BWGF,Name_NFINP,SeatBHE,Economy,567.19,Extra Baggage,0,Pending,GateOB,A,ClaimLRC,3.31,0,LOCKDU,TypeYGH,Pilot_JFSH,Crew_PHGG,No,Vegan,Available,TRUE,FALSE,FALSE,2,Yes
3,2991,05-11-2023 10:22,27-07-2023 16:10,02:06:51,13:08:38,BTXB,Name_DTCMX,SeatPOD,Economy,139.94,No Extras,4591,Confirmed,GateNE,C,ClaimCNR,2.76,2,LOCALA,TypeEFO,Pilot_NITS,Crew_QBCT,Yes,Vegan,Not Available,TRUE,TRUE,TRUE,1,No
11,3928,01-11-2023 19:35,28-12-2023 07:55,05:16:52,23:23:15,BMPH,Name_XPDCV,SeatRBN,First,261.5,Extra Baggage,0,Cancelled,GateAG,B,ClaimRTS,3,1,LOCVAW,TypeIHK,Pilot_DUNA,Crew_WYAL,No,Vegetarian,Available,FALSE,FALSE,FALSE,0,Yes
19,6430,19-07-2023 23:21,20-10-2023 17:09,13:48:45,14:15:58,BMNE,Name_YXGWU,SeatPFR,First,117.92,Extra Baggage,0,Confirmed,GateIZ,C,ClaimHZN,6.92,0,LOCONK,TypeBLS,Pilot_LVBT,Crew_DZIH,Yes,Non-Vegetarian,Not Available,FALSE,FALSE,FALSE,2,Yes
9,4446,25-08-2023 19:18,04-04-2023 05:15,00:25:48,16:59:38,BWCN,Name_OBICY,SeatEYD,Business,476.68,Meal,0,Cancelled,GateUA,B,ClaimYFC,1.49,0,LOCJFQ,TypeQWB,Pilot_NNMJ,Crew_GJQC,Yes,Non-Vegetarian,Not Available,TRUE,TRUE,FALSE,1,Yes
10,7775,31-01-2023 20:17,15-06-2023 15:30,03:53:08,21:03:25,BWYW,Name_JROPM,SeatKFT,Economy,67.88,No Extras,1109,Pending,GateHW,A,ClaimEOT,4.28,0,LOCTXI,TypeMHJ,Pilot_QEIH,Crew_QKOR,Yes,Vegan,Not Available,TRUE,FALSE,TRUE,2,Yes
2,9783,25-05-2023 05:43,28-10-2023 14:20,16:59:46,16:14:25,BMQI,Name_LLAOZ,SeatXGN,First,692.13,No Extras,0,Pending,GateTW,A,ClaimAME,2.2,1,LOCZZX,TypeTXG,Pilot_KDLF,Crew_RBQW,Yes,Non-Vegetarian,Not Available,TRUE,TRUE,FALSE,1,No
1,6161,29-04-2023 06:51,30-10-2023 13:17,04:01:37,00:10:08,BGRU,Name_WAHPP,SeatNQM,Economy,162.59,Extra Baggage,0,Confirmed,GateZP,B,ClaimWHM,7.84,0,LOCMBG,TypeKLP,Pilot_MQPG,Crew_VOBD,Yes,No Meal,Available,FALSE,FALSE,TRUE,1,No
16,3569,08-06-2023 05:57,13-01-2023 23:23,19:53:01,21:17:37,BKPZ,Name_CSNIL,SeatNZZ,First,244.23,Meal,0,Confirmed,GateKL,C,ClaimBYV,11.43,0,LOCMMA,TypeQRG,Pilot_YGIB,Crew_VYNW,Yes,Vegetarian,Not Available,FALSE,FALSE,TRUE,2,Yes
18,3872,01-05-2023 04:01,29-08-2023 16:47,05:31:16,13:30:50,BRGY,Name_PAGRK,SeatMRJ,First,63.88,Meal,0,Cancelled,GateWS,C,ClaimZAT,1.49,2,LOCZEE,TypeFWD,Pilot_OKNJ,Crew_WRZJ,Yes,Vegetarian,Not Available,FALSE,FALSE,FALSE,2,Yes
17,2335,26-04-2023 07:46,20-05-2023 05:41,07:26:59,11:03:54,BDSV,Name_CJLHC,SeatGPN,Business,272.68,Meal,1470,Confirmed,GateOX,C,ClaimRDE,10.85,0,LOCUKK,TypeFGB,Pilot_WVPA,Crew_YXRQ,No,Vegetarian,Not Available,FALSE,TRUE,TRUE,2,Yes
6,6413,11-01-2023 02:32,09-02-2023 22:28,02:10:39,00:02:47,BXXX,Name_BGLMS,SeatIZJ,Business,85.67,Extra Baggage,0,Confirmed,GateOE,B,ClaimASZ,9.42,2,LOCNRE,TypeFXE,Pilot_BRWB,Crew_HSDI,No,Vegan,Available,FALSE,TRUE,TRUE,1,No
14,1112,03-03-2023 08:51,14-09-2023 11:51,10:40:57,13:25:38,BUKM,Name_XTVKM,SeatAFJ,Economy,141.09,Extra Baggage,0,Confirmed,GateYC,B,ClaimDED,6.99,0,LOCEZT,TypeFQR,Pilot_PINZ,Crew_YKZT,Yes,Non-Vegetarian,Available,FALSE,TRUE,TRUE,0,Yes
15,4772,12-03-2023 16:52,17-04-2023 22:11,17:12:56,10:59:03,BFMB,Name_HTEST,SeatSUW,Business,964.05,No Extras,535,Cancelled,GateHA,C,ClaimIDD,11.44,2,LOCGXR,TypeSBR,Pilot_PKVU,Crew_WMKQ,Yes,No Meal,Available,TRUE,TRUE,TRUE,0,Yes
14,6294,04-12-2023 05:49,01-05-2023 10:36,02:51:15,00:54:16,BVNM,Name_ZHGVE,SeatBDZ,Business,135.49,No Extras,2523,Confirmed,GateVV,D,ClaimXET,3.43,1,LOCTFJ,TypeXSG,Pilot_MICG,Crew_ZOOH,Yes,Vegan,Not Available,TRUE,TRUE,FALSE,1,No
3,2987,26-01-2023 03:57,04-04-2023 15:50,10:35:51,00:41:19,BECX,Name_ILDCK,SeatKNN,First,796.71,Meal,0,Confirmed,GatePY,B,ClaimKUH,1.49,1,LOCMCZ,TypeIWH,Pilot_MTCL,Crew_BJZW,Yes,Vegetarian,Not Available,FALSE,FALSE,FALSE,2,No
19,5829,31-10-2023 11:43,19-06-2023 08:05,09:29:33,17:04:38,BDNR,Name_VRYVS,SeatLNK,First,662.42,No Extras,0,Pending,GateNW,A,ClaimNQP,9.62,1,LOCVXC,TypeJTX,Pilot_HOOI,Crew_CDKE,No,Vegetarian,Not Available,TRUE,FALSE,TRUE,0,No
12,2985,13-08-2023 00:26,18-06-2023 09:02,22:13:05,11:38:59,BKSB,Name_BIJSF,SeatATS,Business,328.03,No Extras,4380,Pending,GateCB,D,ClaimCDP,2.35,2,LOCZEX,TypeTVA,Pilot_FSZM,Crew_FVQR,No,Vegetarian,Not Available,FALSE,TRUE,TRUE,0,No
2,6091,24-01-2023 06:29,15-05-2023 17:32,12:06:52,07:30:10,BBCW,Name_ISYRT,SeatCAT,First,867.51,Meal,0,Confirmed,GateUD,C,ClaimFAE,10.16,2,LOCQRB,TypeLOG,Pilot_ENMM,Crew_EAGP,Yes,Vegan,Available,FALSE,TRUE,FALSE,1,No
3,1252,11-02-2023 06:59,10-01-2023 23:49,04:26:00,02:29:42,BZPA,Name_ZSWDD,SeatDNH,Business,501.12,Meal,0,Pending,GateLQ,B,ClaimQNE,11.1,0,LOCFFE,TypeDXQ,Pilot_LZME,Crew_WKCI,Yes,No Meal,Not Available,TRUE,FALSE,FALSE,0,Yes
18,9315,02-08-2023 23:00,23-08-2023 16:49,01:15:38,14:03:46,BJFQ,Name_QZMCU,SeatGTQ,Economy,330.28,Meal,0,Confirmed,GateNP,D,ClaimYYG,3.73,0,LOCIAU,TypeLDP,Pilot_SRGP,Crew_VZKX,Yes,Non-Vegetarian,Available,TRUE,FALSE,TRUE,1,No
1,1623,22-01-2023 16:18,31-01-2023 09:03,13:58:58,15:54:37,BSLT,Name_UDGJM,SeatXZL,Business,807.8,No Extras,0,Cancelled,GateEP,B,ClaimUMO,10.5,0,LOCUFH,TypeFWU,Pilot_WCIC,Crew_LQCH,Yes,Vegetarian,Not Available,TRUE,TRUE,FALSE,1,Yes
6,4156,11-04-2023 01:03,04-10-2023 13:48,07:58:29,21:09:36,BPXB,Name_ZDGVV,SeatQVO,Business,711.05,No Extras,0,Confirmed,GateXY,B,ClaimLGC,6.87,2,LOCRYS,TypeAOA,Pilot_KXEJ,Crew_KMJH,No,Non-Vegetarian,Not Available,FALSE,FALSE,FALSE,0,Yes
5,4389,10-01-2023 20:11,26-03-2023 03:17,00:35:39,20:21:16,BOWS,Name_UKPXY,SeatZCP,Economy,125.99,Extra Baggage,0,Cancelled,GateAL,D,ClaimGWK,4.82,1,LOCMJM,TypeSAB,Pilot_NHYD,Crew_XRGT,No,No Meal,Not Available,TRUE,FALSE,FALSE,2,No
1,4417,12-09-2023 06:00,14-03-2023 21:04,09:50:46,07:08:22,BAFR,Name_LYFEM,SeatFNW,Economy,363.09,Meal,0,Cancelled,GateAI,C,ClaimZNP,4.08,2,LOCZXR,TypeYUA,Pilot_NHEH,Crew_BSSZ,No,No Meal,Not Available,TRUE,TRUE,FALSE,1,Yes
19,3945,09-08-2023 11:52,08-09-2023 12:50,10:09:22,16:24:54,BSVC,Name_AOSHK,SeatRSE,Economy,681.66,Meal,0,Confirmed,GateXW,C,ClaimJHN,9.64,2,LOCXRP,TypeHXT,Pilot_GKJL,Crew_QAHI,Yes,No Meal,Available,FALSE,TRUE,FALSE,2,No
1,9632,23-12-2023 05:39,11-07-2023 08:22,05:18:23,17:05:41,BECG,Name_AALPH,SeatAZO,Economy,293.18,Meal,0,Cancelled,GateKH,B,ClaimRKR,8.29,0,LOCPUU,TypeVSY,Pilot_JUBA,Crew_JHUK,Yes,Non-Vegetarian,Not Available,TRUE,FALSE,TRUE,1,No
16,3092,18-02-2023 17:16,27-03-2023 14:53,13:06:44,05:52:14,BGAV,Name_NGRVM,SeatSLU,First,634.28,No Extras,0,Confirmed,GateAL,A,ClaimKFA,10.28,2,LOCFDG,TypeQTH,Pilot_YUUD,Crew_NFSB,No,Non-Vegetarian,Not Available,TRUE,TRUE,FALSE,2,No
12,3705,21-11-2023 01:12,22-11-2023 14:19,06:47:12,03:09:13,BMMO,Name_MIXVR,SeatEQI,First,337.24,No Extras,4484,Confirmed,GateTL,B,ClaimTNP,7.75,1,LOCBTP,TypeUFV,Pilot_OOIO,Crew_UNST,Yes,No Meal,Available,TRUE,TRUE,FALSE,1,Yes
8,4759,04-09-2023 12:32,05-12-2023 00:13,10:22:50,21:21:57,BSGQ,Name_CCNIP,SeatAQT,First,247.04,Meal,4924,Pending,GateLE,C,ClaimZEE,4.93,1,LOCAMJ,TypeCTA,Pilot_NICB,Crew_LZIF,No,No Meal,Available,TRUE,FALSE,FALSE,2,No
16,6112,31-01-2023 10:31,24-02-2023 20:28,21:05:54,04:13:58,BJSZ,Name_YEMUH,SeatUDY,First,386.77,No Extras,0,Confirmed,GatePP,C,ClaimZSA,4.97,1,LOCJWS,TypeSUG,Pilot_KVUG,Crew_GPAC,No,No Meal,Not Available,TRUE,TRUE,TRUE,0,Yes
1,1553,17-01-2023 20:51,02-05-2023 02:01,21:24:56,17:26:06,BRHH,Name_SIUIJ,SeatBGB,Business,392.84,Meal,0,Pending,GateAA,B,ClaimHQJ,11.03,1,LOCOPV,TypeBYM,Pilot_TZYD,Crew_YKXT,Yes,Non-Vegetarian,Available,TRUE,TRUE,FALSE,2,No
4,5904,27-06-2023 10:05,22-02-2023 19:37,05:39:01,12:56:36,BIMY,Name_ILLKT,SeatMED,First,673.22,Meal,4012,Cancelled,GateXH,B,ClaimGWE,8.34,0,LOCQOZ,TypeIXA,Pilot_UNRA,Crew_BPSC,No,Non-Vegetarian,Not Available,FALSE,FALSE,TRUE,2,No
10,2112,25-06-2023 21:47,03-07-2023 18:09,22:03:02,23:05:52,BMBG,Name_RGAGA,SeatPCY,First,611.36,No Extras,0,Pending,GateEL,C,ClaimDUH,10.27,1,LOCLUL,TypeVRH,Pilot_QQQU,Crew_ACWM,Yes,No Meal,Available,TRUE,FALSE,TRUE,2,Yes
11,3777,06-03-2023 08:58,09-02-2023 11:22,01:41:09,04:00:22,BGTV,Name_NMUMQ,SeatQZX,Business,462.17,Extra Baggage,3376,Pending,GateUW,D,ClaimGFQ,9.38,2,LOCTLP,TypeZOG,Pilot_KIWY,Crew_MPPH,No,Vegetarian,Not Available,FALSE,TRUE,TRUE,2,Yes
17,8097,23-09-2023 18:33,02-09-2023 01:07,20:36:55,08:13:58,BANF,Name_HQMVQ,SeatLHA,Business,759.84,Meal,0,Pending,GateEQ,D,ClaimDIJ,3.24,0,LOCBRN,TypeCFC,Pilot_FBUO,Crew_WSKM,Yes,Non-Vegetarian,Not Available,FALSE,FALSE,TRUE,1,Yes
7,2314,27-05-2023 18:14,22-02-2023 02:25,03:41:33,13:19:50,BMAU,Name_OBMTH,SeatICF,Business,870.03,No Extras,532,Pending,GateRI,A,ClaimCHR,6,1,LOCRRX,TypeFSE,Pilot_CYXR,Crew_SGUN,No,Vegetarian,Available,TRUE,FALSE,TRUE,0,Yes
12,4493,04-01-2023 13:46,23-11-2023 20:41,07:39:14,19:31:04,BTVU,Name_CXGVZ,SeatHMD,Economy,128.18,Meal,4300,Confirmed,GateHX,C,ClaimCQG,1.92,2,LOCVFI,TypeLNC,Pilot_KSBM,Crew_GKMO,Yes,Vegetarian,Available,FALSE,FALSE,TRUE,0,No
7,9290,12-07-2023 10:08,15-02-2023 09:22,23:22:42,17:59:16,BUCZ,Name_QFFZX,SeatIEL,First,655.85,No Extras,0,Confirmed,GateGN,D,ClaimSCE,10.2,1,LOCCRE,TypeDIN,Pilot_OZJW,Crew_EMLG,No,Non-Vegetarian,Not Available,TRUE,TRUE,FALSE,2,No
12,8473,21-03-2023 13:50,05-10-2023 20:44,10:27:47,17:01:25,BORW,Name_KFBZC,SeatKNL,Business,726.98,Extra Baggage,0,Pending,GateQC,C,ClaimVSW,7.15,1,LOCYFA,TypeEYN,Pilot_IKGT,Crew_OEUI,Yes,Non-Vegetarian,Available,FALSE,FALSE,TRUE,0,No
15,8015,21-05-2023 15:32,19-09-2023 17:12,14:20:32,17:22:33,BJOH,Name_BCAGU,SeatTEY,Economy,466.48,Extra Baggage,3596,Pending,GateUB,D,ClaimTTI,11.04,1,LOCNZK,TypeEPR,Pilot_OCYF,Crew_PXHH,No,Vegan,Available,FALSE,TRUE,TRUE,1,Yes
2,6710,24-08-2023 00:35,11-01-2023 21:55,12:48:26,06:40:29,BEIA,Name_PYPWQ,SeatMWJ,First,103.94,Meal,0,Pending,GateAV,B,ClaimOEZ,2.85,2,LOCSST,TypeQIP,Pilot_THRV,Crew_NIFG,Yes,Non-Vegetarian,Not Available,TRUE,FALSE,TRUE,1,No
14,2222,20-02-2023 00:39,26-08-2023 03:07,19:10:22,14:24:11,BSHE,Name_ARGWI,SeatMEQ,Business,466.99,No Extras,0,Confirmed,GateBT,A,ClaimMJR,11.16,1,LOCQWC,TypeXSW,Pilot_RFHS,Crew_APJU,Yes,Non-Vegetarian,Not Available,FALSE,FALSE,TRUE,0,No
13,5583,05-10-2023 16:41,14-02-2023 09:51,22:48:01,15:53:46,BRZI,Name_CPCXF,SeatXFJ,Economy,879.31,Extra Baggage,0,Cancelled,GateLL,D,ClaimPUV,10.76,1,LOCLBA,TypeRAS,Pilot_FMYO,Crew_LTIY,Yes,Vegan,Not Available,TRUE,FALSE,TRUE,2,No
